Topic,Sentiment,tweet,tidy_tweet
murray,1,@SkySportsTennis the later i stay up the better...c'mon Murray!,later stay better c'mon murray
murray,1,@andy_murray knows how to wring my nerves! Talk about tension and it's only the 1st set :-) Brilliant stuff. Behind you all the way Murray!,know wring nerve talk tension set brilliant stuff behind way murray
murray,1,@andy_murray wins 3rd set to get back into the match but @kevinanderson18 still leads 6-7 3-6 7-6 Murray has won 8 times from 2 sets down.,win set get back match still lead murray time set
murray,1,"@kevinanderson18 you're serving big tonight, you'll play Murray on Monday and you'll struggle to get your first serves in play.",serving big tonight play murray monday struggle get first serf play
murray,1,"@rosequartz0518 @_claudiaw Beep beep...! Yep, Murray and Federer into the top 16. Phew! :) See you tomorrow!",beep beep yep murray federer top phew see tomorrow
murray,1,@serialsockthief Definitely although I think if Murray does enough to win the 4th set he'll go on and win it.,definitely although think murray enough win set he'll win
murray,1,"@tgawd____ trash OL? Theyve looked excellent so far. Trash RBs?J-Stew ran for 486 yards in the final 5 games last season, 2nd only to Murray",trash theyve looked excellent far trash rbs stew ran yard final game last season murray
murray,1,@usopen Ofcourse! Looking forward to Murray's 4th round game against the big-serving Anderson. A potential 5-setter. #usopen #nightshift,ofcourse looking forward murray round game big serving anderson potential setter usopen nightshift
murray,1,A good  hold from Murray. 5-3 in 2nd. How is Anderson's head coping with this now?,good hold murray how anderson head coping
murray,1,A lot has happened while I was away sprain-spraying my ankle. Murray has taken the 1st set 6-3 in 50 mins &amp; is up a break at 2-1 in the 2nd.,lot happened away sprain spraying ankle murray taken set min amp break
murray,1,Anderson beats Murray in the 4th round #USOpen2015 excellent game. #WellPlayed. http://t.co/Z2dFO2XQCs,anderson beat murray round usopen excellent game wellplayed
murray,1,Anderson stopped at the donation station. Murray on way back from 2 sets down!! C'mon Andy!,anderson stopped donation station murray way back set c'mon andy
murray,1,Anderson takes a toilet break. He's up 2 sets but doesn't really have the momentum. Murray finished 2nd set stronger.,anderson take toilet break he set really momentum murray finished set stronger
murray,1,Assuming Murray pulls it out here all 4 matches on Monday will be very intriguing.,assuming murray pull match monday intriguing
murray,1,Bellucci played a great 3rd set but Murray was just too good. He advances into week 2 with a comfortable 6-3 6-2 7-5 win #TeamMurray #usopen,bellucci played great set murray good advance week comfortable win teammurray usopen
murray,1,Best of luck @kevinanderson18 on 4th rd @usopen vs Murray! Wish I was there to cheer you on. Go Illini!,best luck murray wish cheer illini
murray,1,Biggest game of the match. Even bigger than the 3rd set tie-break. Murray simply had to hold. Please Andy.,biggest game match even bigger set tie break murray simply hold please andy
murray,1,But! Murray takes the tie break in the 3rd set and we've got GAME ON! http://t.co/tzKVTmQMkL,but murray take tie break set we've got game
murray,1,Call on the field is reversed as the Aggies came up short of the 1st down. Murray and crew will go for it.,call field reversed aggies came short murray crew
murray,1,"Christine Michael is probably the 6th best RB in the division behind Murray, Mathews, Sproles, Morris, and Mostert.",christine michael probably best division behind murray mathews sproles morris mostert
murray,1,Come on @andy_murray!! Tempted to make my way across to Flushing Meadows on Wednesday if Murray comes back to win here! #USOpen,come tempted make way across flushing meadows wednesday murray come back win usopen
murray,1,Come on Murray dig deep...I'm going to be tired for work tomorrow if I have to stay up for a 5-setter @SkySportsTennis,come murray dig deep i'm going tired work tomorrow stay setter
murray,1,"Crew gets a fumble at the 4, Murray and the O can't punch it in. Kick a FG to make it 17-7. May be Murray's team now. Crew has been awesome.",crew get fumble murray ca not punch kick make may murray team crew awesome
murray,1,Get in!! Murray take the 3rd!! (Anderson leads 7-6 6-3 6-7) #USOpen2015,get murray take anderson lead usopen
murray,1,Good straight sets win for Murray last night hope he kicks on from here and good chance of winning the #USOpen for a 2nd time,good straight set win murray last night hope kick good chance winning usopen time
murray,1,Got Murray at 7. Surprised but my cousin took Antonio Brown at #2. Rodgers fell to me in the 2nd. Stashed Foster away in the 7th. Love it.,got murray surprised cousin took antonio brown rodgers fell stashed foster away love
murray,1,Great Sunday Sesh at Redcliffe on the Murray today!! Beautiful weather for it. It was also Wilsons first gig to... http://t.co/a7aWtpHQsl,great sunday sesh redcliffe murray today beautiful weather also wilsons first gig
murray,1,"Happy 6th birthday to Murray who celebrates with us @Falkirkbairns today! We hope you, your friends and family enjoy your special day!",happy birthday murray celebrates today hope friend family enjoy special day
murray,1,Happy Labor Day @ChadMMurray and @sarahroemer. Hope you enjoy baby Murray's 1st Labor day. Much Love to yall and baby Murray,happy labor day hope enjoy baby murray labor day much love yall baby murray
murray,1,I can't believe Murray has to play on the junior varsity court in the 4th round of the U.S. Open,ca not believe murray play junior varsity court round open
murray,1,If this goes all the way to the 5th.... Odds lie with Murray to take the match. #usopen #SSTennis,go way odds lie murray take match usopen sstennis
murray,1,"It may only be the round of 16, but holy cow! Don't tell that Anderson and Murray! Incredible match! 3hrs and 40min so far. #USOpen2015",may round holy cow do not tell anderson murray incredible match hr min far usopen
murray,1,"Just as I say how good Anderson has been, Murray goes 3-1 up in the 3rd. Of course. #USOpen",just say good anderson murray go course usopen
murray,1,"Last two service games started well only to be whittled away at. Still, Murray wins second game on the trot to make it 3-5 in 2nd set.",last two service game started well whittled away still murray win second game trot make set
murray,1,"Lets go Andy! Murray wins the 3rd set, down 1-2. #usopen #andymurray",lets andy murray win set usopen andymurray
murray,1,Morning from #Woking where it is a dull start but hoping for sun to break through later. Couldn't stay up for end of Murray's match. :(,morning woking dull start hoping sun break later could not stay end murray match
murray,1,Mr. Murray gave me some really great life advice in the 7th grade and I was too much of a little douchebag to appreciate it.,murray gave really great life advice grade much little douchebag appreciate
murray,1,"Murray 6-3 6-2. First set 50mins, 2nd 34. Bellucci's fine start, belief, fading fast, Murray steady with flashes of his best, like SP pass.",murray first set min bellucci fine start belief fading fast murray steady flash best like pas
murray,1,"Murray breaks again!! Back to back breaks in the 3rd set, Game face on!",murray break back back break set game face
murray,1,Murray d. Bellucci 6-3 6-2 7-5. Much better play from the start compared to his last match. Very tamed match. Into 4th round. #USOpen,murray bellucci much better play start compared last match very tamed match into round usopen
murray,1,Murray does well to hold. 5-4 to Murray. Anderson to serve to stay in the 3rd set #USOpen,murray well hold murray anderson serve stay set usopen
murray,1,Murray gets the break he needed. Even's things in the 3rd. Anderson has 3 sets to fail if Murray hopes to win.,murray get break needed even thing anderson set fail murray hope win
murray,1,Murray has decided to only hit Aces. Already 4 and it's just his 2nd game !!,murray decided hit aces already game
murray,1,Murray has this. He may not have it at the moment but I'm not worried #USOpen #murray,murray may not moment i'm not worried usopen murray
murray,1,"Murray is outshooting St. Mary 6-4 in the 21st minute, but still no score.",murray outshooting mary minute still score
murray,1,Murray must must must win this game on Anderson serve to turn the tide and give him something for the 3rd to build on #USOpen,murray must must must win game anderson serve turn tide give something build usopen
murray,1,Murray now holds to love and he levels the 4th set at 5-5. Pressure straight back on Anderson. His longest match at the Open #USOpen,murray hold love level set pressure straight back anderson his longest match open usopen
murray,1,Murray on the verge of being Scottish again for the 2nd time in a week.......,murray verge scottish time week
murray,1,Murray seals the 2nd set 6-2 #USOpen2015 #USOpen #easy,murray seal set usopen usopen easy
murray,1,Murray stays alive! He wins the 3rd set 7-6! #USOpen #tennis,murray stay alive win set usopen tennis
murray,1,Murray struggling at moment but I think he'll come strong in 3rd &amp; 4th set to take it to decider #USOpen2015,murray struggling moment think he'll come strong amp set take decider usopen
murray,1,"Murray takes the 3rd set, game on!",murray take set game
murray,1,Murray will get to watch the second half of Scotland v Germany. Get him pumped for his own battle.  https://t.co/0tpTX3V6uM,murray get watch second half scotland germany get pumped battle
murray,1,"Murray with another huge 1st down run, 26 yds",murray another huge run yds
murray,1,Murray's form has been tremendous this year ... a win tonight would've seen him reach 60 victories in a season for just the 2nd time,murray form tremendous year win tonight would've seen reach victory season time
murray,1,"Piers Newbery : @piersnewbery:  Murray breaks back in the 3rd, huge roar, crowd loving it. Not sure Lamps expe...... http://t.co/HRAiTsXvzq",piers newbery murray break back huge roar crowd loving not sure lamps expe
murray,1,"RESULT: Andy Murray def Thomaz Bellucci 6-3, 6-2, 7-5. Murray advances into the 4th Round to play Kevin Anderson #USOpen",result andy murray def thomaz bellucci murray advance round play kevin anderson usopen
murray,1,Rare i walk away from a match but big day tomorrow so i need my sleep. Shout loud Murray fans #BacktheBrits #USOpen,rare walk away match big day tomorrow need sleep shout loud murray fan backthebrits usopen
